sen1	sen2	src	score
함대의 관점에서 볼 때, 은하의 나머지 부분들이 이동하고 시간 팽창을 경험하는 것입니다.	음, 그것은 실제로 그가 그곳에 얼마나 오래 있었는지, 그리고 함대의 정확한 속도에 달려 있습니다.	main-forum	1.80
이 아이디어는 신화와 스토리텔링의 시작부터 계속되어 왔다.	슈퍼히어로들의 이면에 있는 과학은 이 주제에 대해 약간의 빛을 비춰 줄지도 모른다.	main-forum	0.20
D/L 방법을 적용한 후에도 경기가 동점일 수 있는가?	예, D / L 방법을 적용한 후에도 경기가 동점을 얻는 것이 가능합니다.	main-forum	4.00
네, 팀은 볼링과 타격 모두에 같은 선수를 사용할 수 있습니다.	슈퍼 오버에서는 볼링 / 타격을 위해 어떤 선수를 선택할 수 있는지 결정하는 규칙이 없습니다.	main-forum	4.20
그것은 단순히 볼링 된 공의 수를 취한 삼주문 수로 나눈 것입니다.	볼링 타격률은 볼링 선수에게 사용된 삼주문 당 볼링 된 볼의 평균 수로 정의됩니다.	main-forum	4.40
예, 물론 - 받는 선수는 서브를 반환하기 전에 공을 튕겨야 합니다 - 또는 실제로 어떤 샷도.	예, 받는 선수는 공이 그의 플레이 영역에 닿을 때까지 기다려야 합니다. 그렇지 않으면 방해받는 것으로 간주됩니다.	main-forum	3.00
우리는 단지 Fartlek을 체력 측정으로, 그리고 약간의 재미로 사용했다.	Fartlek은 적절한 인터벌 트레이닝보다 더 효과적이지 않다 - 단지 더 재미있을 뿐이다!	main-forum	2.60
두 팀이 치는 4개의 수도 같다면 두 팀은 각각 1점을 얻을 것입니다.	슈퍼 오버에서 두 팀이 득점한 득점이 같다면 이 규칙은 ...이다	main-forum	0.60
여성들은 1900년 올림픽에서 크로켓의 현대 올림픽에서 처음 등장했습니다.	두 번째 현대 올림픽 경기인, 1900년도에, 22명의 여성들이 테니스, 항해, 크로켓, 승마, 골프 등 5 가지 종목에서 경쟁했습니다.	main-forum	3.20
팀을 위해 말하기는 어렵고, 그들의 드래프트에 들어가는 그들의 전략이 무엇인지 안다.	새로운 단체협상 협정으로 드래프트는 극적으로 바뀌었다.	main-forum	2.60
골프를 치기 위해, 가장 먼저 필요한 것은 클럽 세트입니다.	최근에 내가 직접 그 스포츠를 시작한 이후로, 나는 너의 불편함을 느낀다.	main-forum	1.20
예, 이슬(환경의 젖음) 요인은 경기의 방향을 바꿀 수 있다.	이슬 인자의 또 다른 단점은 경계를 맞추는 것을 어렵게 만든다는 것이다.	main-forum	3.00
네 글을 읽으면서 내 어린 시절을 생각하게 됐어!	나는 네가 더 큰 그림에서 주의를 분산시킬 필요가 있다고 말하고 싶다.	main-forum	0.00
프로 축구에서 비디오 플레이를 구현하지 못한 것은 타당한 이유가 없다.	게임의 흐름을 방해하는 것 이상의 즉각적인 재생을 적용하는 데 또 다른 문제가 있습니다.	main-forum	2.60
기본적으로, 규칙은 누군가가 공을 잡을 때까지 사람이 아닌 경기를 해야 한다는 것입니다.	그것은 이해하기가 상당히 간단하고, 심판하기가 다소 어렵다.	main-forum	1.20
최고 수준에서, 페이스 세터는 그들이 경기 계획을 정확히 충족시키는 것을 돕는다.	개인적인 경험에서 나는 페이스 세터가 믿을 수 없을 정도로 도움이 된다는 것을 알았다.	main-forum	2.80
나는 꽤 논리적인 추측인 세 가지 주요 요인을 생각할 수 있다.	축구/축구에서 홈 구역 이점을 논하는 연구가 꽤 많이 있었다.	main-forum	0.20
공중에서 공의 움직임을 스윙 볼링이라고 한다.	이 두 가지 볼링 스타일은 중간 속도 또는 빠른 볼링 선수인 볼링 선수에 의해 수행됩니다.	main-forum	1.80
사실, 같은 대륙에 있지 않는 것을 세는 것이 훨씬 더 쉽습니다.	그것은 또한 여러분이 시간에 집중한다면, 그것은 마라톤에서도 권장된 전략입니다.	main-forum	0.00
황색 투광 조명 아래의 붉은 공은 피치의 색과 매우 유사한 갈색을 띤 색을 취합니다.	나는 너무나도 취미로서 수영선수이지만 나의 철인 3종 경기 훈련의 일부이다.	main-forum	0.00
아니요, 맨 오브 더 매치 상을 수여하는 데 대한 구체적인 기준은 없습니다.	규칙에 따라, MOM 상은 논평 패널에 의해 결정됩니다.	main-forum	3.00
구체적인 내용은 생각할 수 없지만, 나는 수년 전의 이 시나리오를 기억하는 것 같다.	크리켓의 법칙은 합의된 길이가 무엇이든지 간에 어떤 이닝도 선언할 수 있다고 말한다.	main-forum	0.00
"FIFA의 ""장비 규정"", 22 절에 따라 골키퍼 만이 모자를 착용할 수 있습니다."	헤드기어는 착용이 허용되지만 골키퍼 이외의 다른 사람에게는 권장되지 않습니다.	main-forum	2.40
네가 하키를 시작했다는 말을 들으니 기쁘다, 그것은 대단한 스포츠 야!	일반적인 경험의 법칙은 5-6시간마다 스케이트를 타는 것이다.	main-forum	0.40
후반전을 전반전보다 1-2분 더 빨리 운영하는 것을 선호한다.	나는 전반전에는 확실히 약간 더 느리게 갈 것이다.	main-forum	2.60
그녀가 1라운드에서 리나와 마주친 것은 무작위였다 - 그녀가 시드/ 랭킹 127위이기 때문은 아니다.	이것은 논평하기에는 너무 길어서 나는 그것을 CW-답으로 게시하고 있다.	main-forum	0.00
대부분의 경우 어느 미국 영사관에서도 지원할 수 있습니다.	일반적으로 당신은 당신의 거주지에 있는 미국 영사관에 지원해야 합니다.	main-forum	3.60
한 항공사인 스피릿 항공사가 있는데, 이 항공사는 라이언에어를 매우 싼 티켓과 극적으로 나쁜 서비스로 따라 하려고 하고 있다.	낮은 요금으로 항공편을 운항하는 항공사가 몇 개 있다.	main-forum	1.80
나는 당신이 당신의 지방에서 은행을 찾는 것을 제안하고, 그들과 함께 유로로 표시된 은행 계좌를 함께 개설하는 것을 고려해 보라.	당신이 거주자가 아니라면 프랑스에서 은행 계좌를 개설할 수 있을지 확신할 수 없습니다.	main-forum	1.60
내가 기억하는 바와 같이, 제네바에는 적어도 매주 노천 시장이 있다.	이 페이지에는 스위스의 모든 대형 크리스마스 시장이 나열되어 있다.	main-forum	2.00
내 경험상 일반 택시는 항상 더 싸다.	일반 택시를 이용할 때는 평판이 좋은 회사인지 아니면 선불 요금에 동의하는지 확인하십시오.	main-forum	2.00
나는 비슷한 문제를 가지고 있었지만, 더 단순한 상황으로 보였다.	런던 히드로 공항으로 환승할 때 나도 같은 일을 하려고 합니다.	main-forum	0.00
기술적인 정지는 비행기의 이익을 위한 것이다.	보통은 연료 보급소인데, 비행기에 앉아만 있어.	main-forum	2.60
교토 , 적어도 여기에 설명된 바와 같이 그렇다, JR 교토역 .	동전 락커는 일본의 대부분의 역의 특징이다.	main-forum	0.40
이것에 대한 괴짜의 대답과 이것에 대한 실질적인 대답이 있다.	항공사들이 이것들을 가끔 꺼달라고 요청하는 것을 본 적이 있다는 것은 정말 터무니없는 일이다.	main-forum	0.00
나는 8월에 리마에서 시작하여 3주 동안 여행하면서 페루를 방문했다.	쿠스코 : 높이 : 70f 낮은 : 40f 이것은 장마 직전 (Dec-mar)이고 군중은 일반적으로 덜합니다.	main-forum	0.20
일반적으로, 거의 내가 가는 곳마다, 나는 현금 인출기에서 돈을 얻는 것이 가장 쉽다는 것을 알게 된다.	도시 전역, 특히 도심에는 많은 현금지급기와 환전소가 있다.	main-forum	1.80
가장 분명한 것은 스코틀랜드에서 가장 오래된 장거리 산책이다: 서쪽 고원도로	이것 좀 보세요: http : / www.capewrathtrail.co.uk / 여러분은 그것을 단계적으로 할 수 있습니다.	main-forum	1.60
그 대답은 당신이 어떤 나라로 여행하고 있는지에 크게 달려 있을 것이다.	항상 많은 처방약을 가지고 여행해온 사람으로서, 나는 항상 그것을 선언한다.	main-forum	1.00
Knin을 경유하는 열차가 있는데, 이는 내륙으로의 큰 우회로를 의미한다(단지 해안선이 없다).	다른 사람들이 말했던 것처럼, 만약 당신이 최고의 대중교통 서비스를 분할하고 싶다면 버스로 제공하는 것이다.	main-forum	0.60
여행으로 화물선에 타는 게 여행으로 쳐질까요?	오즈버스는 남아메리카에서 29주 동안의 투어를 제공하며, 키토에서 시작하고 마무리한다.	main-forum	1.00
영어는 사람들이 물건을 사고팔고 숙박과 관광 산업에서 종사하는 사람들과 함께 모든 곳에서 활용됩니다.	나는 마하라슈트라(뭄바이 포함)와 안드라 프라데시를 여행했고 나는 영어만 가지고도 잘 버틸 수 있었다.	main-forum	2.80
나는 이중 목표가 적대자의 목적과 많은 관련이 있다고 생각한다.	나는 그것이 이유가 무엇인지에 달려있다고 생각한다.	main-forum	2.60
"""단순한 샘플 서비스""라는 문구에는 아무 문제가 없다."	"혼란스러운 반복을 피하기 위해 필요한 최소한의 변화는 단지 ""단순한 예시 서비스""라고 부르는 것입니다."	main-forum	3.40
나는 y 작가와 이야기책을 좋아하지 않았기 때문에 나만의 도구를 시작했다.	위에서 언급한 많은 것들을 시도해봤지만, 그들은 나에게 실제로 유용했던 적은 없다.	main-forum	1.60
예, 이것은 여러분이 독자들이 알아차리기를 원하는 특정한 것들을 강조할 수 있게 해주기 때문에 괜찮습니다.	나는 이것이 완벽하게 수용될 수 있고 당신의 요점을 강조하는 것에 좋은 일을 한다고 믿는다.	main-forum	4.00
소설의 경우, 나는 블로그들이 인쇄물이나 전자책으로 출판되는 것을 보여주는 증거가 거의 없다.	당신의 질문에 답하기 위해, 네, 저는 당신의 소설을 블로그로 올리는 것이 당신의 시도가 나중에 전통적으로 출판되려는 시도에 해가 될 것이라고 생각합니다.	main-forum	1.80
데이비드 웨버의 '전쟁의 신'은 그가 꽤 잘하는 긴 여행 장면을 가지고 있다.	오디세이 설화에서 양념으로 사용되어야 할 한 가지는 잘못된 목적지에 대한 생각이다.	main-forum	0.20
해결책을 시도하기 전에 문제를 정의해야 합니다.	같은 대사를 반복해서 읽기 시작할 때마다, 나는 스키밍을 시작한다.	main-forum	0.00
당신의 걱정은 타당한 것이다; 독자는 이것에 좌절할 수 있다.	나는 캐릭터의 이름을 알지 못하는 것이 당신이 그렇게 하지 않는 한 혼란스러울 것이라고 믿지 않는다.	main-forum	1.40
아니, 너는 수업을 들었거나 너의 분야에서 학위를 받았을 필요가 없어.	나는 의료 정보 시스템을 위해 꽤 많은 기술적인 글을 썼다.	main-forum	0.00
여러분이 신화에 대해 잊고 있는 것 같은 한 가지는, 그것들은 매우 널리 퍼져있는 이야기들이라는 것입니다.	"나는 당신이 ""영화 비평가""는 영화에서 신화적인 언급을 즐긴다고 말하는 것을 인지했지만, 관객들은 그런가요?"	main-forum	1.20
우리는 최근에 이것을 언급했고, 제안된 훌륭한 대답은 오리발이었다.	로렌 입섬이 제안한 기예메츠는 좋은 선택이다.	main-forum	3.60
내가 절대적으로 싫어하는 악당들은 이기적이고 자기 이익 추구적이지만 그들은 또한 겁쟁이들이다.	당신이 무너뜨리고 싶은 악당은, 그/그녀의 핵심에 있고, 다른 사람들의 고통에 대해 신경 쓰지 않는 사람입니다.	main-forum	3.00
당신은 당신에게 효과가 있는 한, 그 책을 어떤 방법으로든 쓸 수 있다.	글쓰기(때로는 돌아가서 검토해야 한다) 옵션에 한해서 시퀀스는 글쓴이가 가지고 있지 않는 옵션이다.	main-forum	1.20
예, 지루한 대화는 완전히 제거되어야 합니다(또는 흥미로운 대화 상자로 변환).	나는 로렌의 대답에 동의한다: 너는 어떤 이야기에서든 높은 것과 낮은 것이 필요하다.	main-forum	1.80
당신의 질문에 대한 답은: 그것은 작가가 어떻게 일하는가에 달려있다.	처음에는, 나는 이것이 약간 까다로운 질문이라고 생각했다.	main-forum	0.80
웹스터의 신세계 운율 사전 : 클레멘트 우드의 업데이트된 이것은 제가 찾는 첫 번째 운율 사전입니다.	http : / / www.rhymezone.com / 단어를 입력한 다음, 다음 중 하나를 선택합니다.	main-forum	1.20
욕하지 않고도 쉽게 욕을 할 수 있다는 것을 명심하라.	나는 스티븐 킹의 발언이 이 점에서 도움이 된다고 생각한다.	main-forum	0.00
요즘의 이 구글링의 시대에는 인용문의 출처를 찾지 못하는 것은 부주의한 짓이다.	나는 케이트 셔우드의 의견에 동의한다. 요즘은 간단한 사실 확인을 통해 대부분의 인용문의 속성을 나타낼 수 있어야 한다.	main-forum	3.20
나는 워크플로우에서 나의 개요/작성 작업을 많이 해 왔다.	내가 다시 스크리브너를 위해 드럼을 치는 것이 허용됐는가?	main-forum	0.20
